Date,Time,Hokkaido,Tohoku,Tokyo,Chuubu,Hokuriku,Kansai,Chuugoku,Shikoku,Kyushu
2016-04-01,0:00,3170,7890,25550,12370,2930.0,12950,5810,2490,7450
2016-04-01,1:00,3280,8160,24330,12130,3070.0,12800,6000,2610,7660
2016-04-01,2:00,3390,8420,23930,12270,3270.0,13310,6400,2870,8180
2016-04-01,3:00,3470,8580,23750,12360,3370.0,13590,6650,3010,8800
2016-04-01,4:00,3600,8810,23900,12230,3390.0,13340,6580,2990,8920
2016-04-01,5:00,3550,9110,24670,12290,3320.0,12940,6220,2820,8770
2016-04-01,6:00,3400,9030,26310,12800,3220.0,13310,6210,2660,8820
2016-04-01,7:00,3240,8650,27750,13760,3100.0,14240,6440,2680,9150
2016-04-01,8:00,3380,9080,29650,15510,3210.0,15770,6820,3080,9440
2016-04-01,9:00,3500,9430,31590,16820,3360.0,17110,7350,3290,9760
2016-04-01,10:00,3490,9470,32110,16960,3380.0,17470,7400,3350,9920
2016-04-01,11:00,3500,9400,32650,16930,3400.0,17520,7270,3310,9860
2016-04-01,12:00,3320,8780,31600,15850,3170.0,16490,6670,3100,9260
2016-04-01,13:00,3360,8970,32880,16900,3340.0,16790,7050,3250,9760
2016-04-01,14:00,3360,9010,33610,16950,3360.0,17120,7140,3260,9400
2016-04-01,15:00,3350,8980,33620,16580,3300.0,17260,7100,3200,9500
2016-04-01,16:00,3450,9130,34060,16600,3280.0,17470,7000,3170,9620
2016-04-01,17:00,3520,9200,34380,16220,3220.0,17360,6870,3150,9620
2016-04-01,18:00,3750,9600,35010,16410,3280.0,17530,7040,3210,9930
2016-04-01,19:00,3720,9350,33810,15820,3220.0,17150,6930,3160,9940
2016-04-01,20:00,3510,8890,32420,15130,3080.0,16380,6680,3030,9530
2016-04-01,21:00,3380,8440,30840,14590,2970.0,15570,6350,2850,9090
2016-04-01,22:00,3210,8240,29730,13990,2920.0,14870,6200,2660,8780
2016-04-01,23:00,3260,8150,28110,13520,2880.0,14100,6010,2570,8130
2016-04-02,0:00,3180,7850,26130,12460,2840.0,13330,5890,2570,7490
2016-04-02,1:00,3270,8070,24920,12100,2930.0,12950,5970,2610,7660
2016-04-02,2:00,3340,8320,24310,12130,3160.0,13430,6370,2870,8060
2016-04-02,3:00,3420,8450,24030,12130,3240.0,13590,6620,3020,8600
2016-04-02,4:00,3490,8660,23900,11840,3240.0,13330,6570,3010,8760
2016-04-02,5:00,3430,8810,24320,11520,3100.0,12760,6150,2830,8530
2016-04-02,6:00,3260,8530,25430,11250,2900.0,12500,5940,2610,8170
2016-04-02,7:00,3180,8350,27340,11530,2740.0,12830,6010,2430,7980
2016-04-02,8:00,3320,9050,30190,12430,2750.0,13830,6300,2740,8100
2016-04-02,9:00,3410,9540,32250,13020,2820.0,14510,6380,3020,8250
2016-04-02,10:00,3310,9520,32580,13010,2810.0,14700,6230,3080,8330
2016-04-02,11:00,3270,9700,32390,12810,2780.0,14800,6100,3110,8410
2016-04-02,12:00,3100,9180,31670,12280,2670.0,14120,5880,3020,8270
2016-04-02,13:00,3140,9180,31120,12350,2700.0,14330,6110,2980,8250
2016-04-02,14:00,3170,9010,30490,12390,2700.0,14240,6200,2890,8230
2016-04-02,15:00,3230,8890,30430,12170,2670.0,14330,6200,2870,8200
2016-04-02,16:00,3330,9020,30980,12230,2670.0,14590,6140,2900,8350
2016-04-02,17:00,3470,9180,32160,12620,2680.0,14810,6150,2790,8500
2016-04-02,18:00,3710,9580,33280,13360,2800.0,15420,6410,2930,9000
2016-04-02,19:00,3640,9420,32760,13110,2780.0,15490,6450,2940,9200
2016-04-02,20:00,3510,9070,31730,12620,2690.0,15090,6250,2820,8790
2016-04-02,21:00,3410,8550,30070,12020,2560.0,14370,5920,2680,8370
2016-04-02,22:00,3250,7960,28560,11460,2540.0,13630,5610,2440,7880
2016-04-02,23:00,3340,7830,26740,11100,2510.0,13050,5460,2350,7390
2016-04-03,0:00,3220,7470,24550,10690,2460.0,12420,5360,2280,6900
2016-04-03,1:00,3250,7640,23250,10570,2560.0,12220,5480,2370,7050
2016-04-03,2:00,3350,7860,22800,10760,2780.0,12680,6000,2620,7630
2016-04-03,3:00,3400,8050,22650,10830,2850.0,12930,6290,2810,8100
2016-04-03,4:00,3470,8240,22530,10640,2860.0,12610,6190,2780,8170
2016-04-03,5:00,3380,8240,22760,10300,2680.0,11820,5760,2560,7880
2016-04-03,6:00,3150,7860,23300,9980,2460.0,11460,5440,2280,7430
2016-04-03,7:00,3060,7500,24930,10290,2290.0,11790,5460,2180,7340
2016-04-03,8:00,3140,7880,27000,10770,2300.0,12460,5500,2270,7360
2016-04-03,9:00,3270,8040,28320,11270,2360.0,12870,5430,2310,7510
2016-04-03,10:00,3230,8080,28350,11260,2410.0,12990,5230,2390,7510
2016-04-03,11:00,3140,8030,28330,11230,2420.0,13240,5400,2390,7410
2016-04-03,12:00,3050,7890,28200,11120,2400.0,13440,5460,2390,7570
2016-04-03,13:00,2990,7560,27380,11080,2410.0,13230,5560,2410,7550
2016-04-03,14:00,2930,7570,26940,10930,2380.0,13350,5740,2420,7590
2016-04-03,15:00,2950,7680,26840,10990,2420.0,13520,5690,2490,7690
2016-04-03,16:00,3070,7920,27550,11300,2470.0,13810,5770,2580,8020
2016-04-03,17:00,3260,8520,29200,12090,2620.0,14450,6100,2740,8540
2016-04-03,18:00,3510,9000,31320,12880,2750.0,15250,6430,2910,9000
2016-04-03,19:00,3470,8870,31140,12780,2720.0,15270,6370,2860,8970
2016-04-03,20:00,3380,8610,30200,12430,2660.0,14840,6170,2740,8670
2016-04-03,21:00,3270,8130,28600,11980,2530.0,14220,5910,2590,8220
2016-04-03,22:00,3120,7610,26900,11330,2460.0,13490,5600,2390,7770
2016-04-03,23:00,3150,7400,24940,10910,2440.0,12820,5430,2290,7250
2016-04-04,0:00,3070,7120,23040,10390,2410.0,12220,5320,2260,7100
2016-04-04,1:00,3190,7400,22060,10380,2570.0,12100,5510,2400,7300
2016-04-04,2:00,3290,7720,21790,10610,2810.0,12710,5890,2630,7840
2016-04-04,3:00,3350,7930,21890,10800,2910.0,13110,6270,2810,8350
2016-04-04,4:00,3440,8170,22160,10890,2950.0,12890,6210,2810,8570
2016-04-04,5:00,3410,8520,23200,11040,2880.0,12530,5910,2670,8420
2016-04-04,6:00,3280,8710,25280,11720,2850.0,12990,5890,2530,8440
2016-04-04,7:00,3230,8800,28350,13210,2930.0,14250,6050,2590,8760
2016-04-04,8:00,3480,9730,31680,15370,3300.0,15770,6580,2970,9270
2016-04-04,9:00,3620,10390,34180,16560,3540.0,16730,6960,3150,9680
2016-04-04,10:00,3600,10460,34800,16590,3630.0,17010,6610,3060,9800
2016-04-04,11:00,3600,10410,34220,16650,3650.0,17180,6550,3120,9790
2016-04-04,12:00,3310,9530,32000,15490,3420.0,16110,6120,2940,9230
2016-04-04,13:00,3390,10090,33230,16660,3630.0,17350,6670,3090,9490
2016-04-04,14:00,3350,10020,33220,16610,3650.0,17440,6720,3160,9710
2016-04-04,15:00,3320,9780,33120,16170,3610.0,17260,6780,3150,9480
2016-04-04,16:00,3420,9990,33490,16160,3610.0,17340,6830,3150,9620
2016-04-04,17:00,3510,9970,33460,15840,3560.0,17260,6840,3090,9680
2016-04-04,18:00,3820,10170,34360,16150,3600.0,17450,7020,3110,9980
2016-04-04,19:00,3710,9810,33370,15580,3480.0,17060,6920,3030,10020
2016-04-04,20:00,3550,9350,32130,14900,3300.0,16340,6660,2860,9580
2016-04-04,21:00,3410,8790,30670,14540,3170.0,15670,6400,2690,9070
2016-04-04,22:00,3200,8640,29820,13940,3100.0,15110,6170,2500,8740
2016-04-04,23:00,3210,8600,27970,13460,3050.0,14300,5970,2380,8150
2016-04-05,0:00,3080,8330,25510,12670,2940.0,13540,5820,2400,7650
2016-04-05,1:00,3180,8600,24270,12490,3050.0,13190,5930,2510,7830
2016-04-05,2:00,3280,8860,23920,12550,3250.0,13610,6330,2770,8410
2016-04-05,3:00,3350,9000,23800,12700,3340.0,13960,6600,2950,8890
2016-04-05,4:00,3440,9220,24150,12610,3320.0,13790,6610,2980,9090
2016-04-05,5:00,3390,9440,25240,12630,3250.0,13450,6390,2840,9010
2016-04-05,6:00,3230,9270,27670,12960,3180.0,13710,6370,2710,8930
2016-04-05,7:00,3130,8800,30560,13770,3170.0,14580,6340,2660,8730
2016-04-05,8:00,3330,9390,34000,15680,3370.0,15940,6480,2930,8770
2016-04-05,9:00,3430,9630,36780,16840,3550.0,16890,6470,3060,9190
2016-04-05,10:00,3440,9590,37470,16600,3510.0,17320,6400,3170,9240
2016-04-05,11:00,3480,9550,37270,16370,3490.0,17280,6480,3230,9200
2016-04-05,12:00,3220,8940,35320,15270,3220.0,16230,6250,3070,8800
2016-04-05,13:00,3300,9260,36700,16530,3380.0,16710,6770,3270,9150
2016-04-05,14:00,3270,9230,36400,16550,3340.0,16670,6660,3230,9090
2016-04-05,15:00,3300,8980,35890,16220,3340.0,16660,6740,3130,9030
2016-04-05,16:00,3410,9050,35790,16150,3340.0,16850,6750,3110,9160
2016-04-05,17:00,3490,9170,35790,15730,3280.0,16650,6720,3060,9350
2016-04-05,18:00,3760,9650,36640,16190,3390.0,17080,6960,3160,9830
2016-04-05,19:00,3650,9390,35590,15820,3340.0,17080,6990,3160,9940
2016-04-05,20:00,3470,9010,34140,15190,3220.0,16360,6760,3000,9570
2016-04-05,21:00,3340,8500,32340,14780,3100.0,15670,6430,2850,9060
2016-04-05,22:00,3150,8360,31350,14170,3060.0,15170,6200,2810,8700
2016-04-05,23:00,3170,8300,29130,13760,3020.0,14370,5970,2730,8200
2016-04-06,0:00,3070,7840,26340,13110,2930.0,13520,5860,2680,7640
2016-04-06,1:00,3220,8070,24960,12850,3040.0,13240,5940,2760,7810
2016-04-06,2:00,3320,8310,24510,12840,3250.0,13740,6370,3000,8360
2016-04-06,3:00,3390,8550,24400,12990,3350.0,14100,6710,3220,8840
2016-04-06,4:00,3470,8780,24780,12980,3350.0,13970,6620,3240,9070
2016-04-06,5:00,3420,9010,25930,12980,3280.0,13640,6390,3090,8950
2016-04-06,6:00,3290,8710,27870,13480,3220.0,13830,6470,2930,8950
2016-04-06,7:00,3150,8480,29550,14320,3100.0,14560,6400,2820,8810
2016-04-06,8:00,3280,9110,31430,16090,3270.0,15940,6670,3090,8960
2016-04-06,9:00,3430,9510,33010,16930,3400.0,16970,6770,3240,9180
2016-04-06,10:00,3500,9490,33040,16840,3420.0,17160,6590,3280,9110
2016-04-06,11:00,3470,9410,32760,16870,3410.0,17120,6600,3340,9200
2016-04-06,12:00,3170,8780,31060,15420,3150.0,16110,6350,3110,8820
2016-04-06,13:00,3280,9190,32160,16430,3320.0,16940,6730,3340,9260
2016-04-06,14:00,3220,9120,32820,16420,3330.0,16940,6840,3310,9180
2016-04-06,15:00,3240,9010,32580,16120,3290.0,16750,6780,3220,9120
2016-04-06,16:00,3380,9070,32700,16160,3290.0,16820,6970,3260,9430
2016-04-06,17:00,3450,9090,32620,15840,3260.0,16680,6850,3200,9670
2016-04-06,18:00,3720,9620,33920,16300,3310.0,17000,6910,3270,9920
2016-04-06,19:00,3630,9410,33190,15900,3220.0,16810,6820,3200,9760
2016-04-06,20:00,3470,9020,32060,15220,3100.0,16130,6510,3030,9320
2016-04-06,21:00,3340,8530,30550,14670,3040.0,15480,6180,2850,8870
2016-04-06,22:00,3200,8450,29480,14050,3000.0,14830,5970,2700,8440
2016-04-06,23:00,3220,8310,27460,13480,2940.0,14030,5820,2620,8020
2016-04-07,0:00,3120,8020,25120,12550,2840.0,13240,5650,2560,7660
2016-04-07,1:00,3230,8250,23870,12350,2960.0,12920,5710,2650,7800
2016-04-07,2:00,3330,8430,23490,12440,3170.0,13480,6130,2910,8270
2016-04-07,3:00,3410,8580,23440,12470,3260.0,13830,6510,3080,8860
2016-04-07,4:00,3470,8760,23670,12420,3270.0,13720,6420,3100,9010
2016-04-07,5:00,3400,9010,24620,12410,3190.0,13340,6080,2960,8840
2016-04-07,6:00,3260,9090,26950,13270,3150.0,13730,6150,2770,8810
2016-04-07,7:00,3200,9060,30100,14390,3170.0,14850,6400,2810,9140
2016-04-07,8:00,3390,9870,33620,16520,3480.0,16650,7130,3220,9580
2016-04-07,9:00,3490,10500,36560,17700,3700.0,18160,7600,3390,10060
2016-04-07,10:00,3460,10590,37640,17910,3710.0,18610,7620,3400,10230
2016-04-07,11:00,3470,10610,37880,17890,3730.0,18780,7580,3370,10290
2016-04-07,12:00,3190,9990,36290,16670,3480.0,17660,7060,3190,9760
2016-04-07,13:00,3460,10540,37400,17920,3660.0,18410,7390,3480,10150
2016-04-07,14:00,3570,10560,37170,17960,3660.0,18460,7430,3410,10220
2016-04-07,15:00,3630,10420,36560,17640,3640.0,18360,7290,3420,10130
2016-04-07,16:00,3700,10510,36540,17710,3660.0,18360,7290,3430,10130
2016-04-07,17:00,3750,10360,36050,17390,3620.0,18170,7200,3410,10090
2016-04-07,18:00,3850,10320,36370,17180,3590.0,18130,7170,3400,10180
2016-04-07,19:00,3720,9890,34980,16500,3430.0,17380,7010,3260,9930
2016-04-07,20:00,3550,9340,33340,15640,3260.0,16470,6730,3100,9560
2016-04-07,21:00,3420,8720,31610,14980,3110.0,15650,6400,2880,9050
2016-04-07,22:00,3190,8530,30080,14230,3060.0,14950,6210,2720,8470
2016-04-07,23:00,3250,8360,27900,13560,2990.0,14100,6010,2650,7900
2016-04-08,0:00,3120,8020,25570,12730,2920.0,13260,5930,2560,7310
2016-04-08,1:00,3220,8210,24400,12480,3000.0,12980,6070,2630,7500
2016-04-08,2:00,3340,8450,24030,12570,3230.0,13500,6440,2870,7990
2016-04-08,3:00,3390,8670,23890,12640,3290.0,13830,6760,3060,8650
2016-04-08,4:00,3480,8970,24180,12580,3310.0,13650,6720,3090,8830
2016-04-08,5:00,3450,9030,24880,12550,3210.0,13270,6500,2950,8830
2016-04-08,6:00,3330,8910,26520,13040,3110.0,13470,6580,2820,8880
2016-04-08,7:00,3230,8600,28280,13860,3070.0,14430,6590,2640,8920
2016-04-08,8:00,3500,9100,30700,15730,3300.0,15870,6940,2940,9090
2016-04-08,9:00,3590,9660,32700,16730,3470.0,17030,7100,3150,9340
2016-04-08,10:00,3670,9540,33400,16760,3470.0,17380,7210,3200,9440
2016-04-08,11:00,3680,9490,33010,16580,3410.0,17080,7340,3140,9500
2016-04-08,12:00,3480,8880,31530,15210,3200.0,16040,7060,2950,8920
2016-04-08,13:00,3590,9220,33190,16310,3390.0,16770,7370,3180,9280
2016-04-08,14:00,3570,9260,33080,16320,3410.0,16740,7190,3110,9290
2016-04-08,15:00,3480,9160,32740,16030,3350.0,16690,6980,3060,9150
2016-04-08,16:00,3530,9280,32740,15850,3320.0,16540,6990,3120,9220
2016-04-08,17:00,3550,9200,32550,15510,3240.0,16290,6790,3090,9290
2016-04-08,18:00,3760,9520,33370,15880,3320.0,16600,6860,3170,9670
2016-04-08,19:00,3670,9290,32400,15690,3270.0,16620,6860,3160,9800
2016-04-08,20:00,3510,8860,31180,15070,3130.0,15980,6640,3040,9380
2016-04-08,21:00,3400,8380,29820,14530,3050.0,15280,6480,2820,8930
2016-04-08,22:00,3230,8310,28830,13910,2970.0,14710,6310,2650,8620
2016-04-08,23:00,3280,8190,27090,13480,2920.0,14060,6130,2570,8170
2016-04-09,0:00,3170,7820,24840,12750,2820.0,13250,5920,2510,7670
2016-04-09,1:00,3260,8010,23690,12540,2920.0,12910,5990,2600,7770
2016-04-09,2:00,3350,8240,23360,12600,3120.0,13420,6400,2850,8230
2016-04-09,3:00,3420,8380,23280,12640,3200.0,13710,6750,3040,8750
2016-04-09,4:00,3480,8540,23270,12420,3220.0,13420,6670,3020,8930
2016-04-09,5:00,3380,8570,23340,12120,3050.0,12760,6260,2820,8620
2016-04-09,6:00,3220,8210,23610,11870,2870.0,12400,6090,2520,8380
2016-04-09,7:00,3160,7770,24730,12260,2700.0,12900,6050,2410,8110
2016-04-09,8:00,3310,8050,26370,13210,2710.0,13850,6190,2500,8140
2016-04-09,9:00,3360,8330,27650,13810,2790.0,14610,6140,2620,8360
2016-04-09,10:00,3310,8370,28050,13790,2770.0,14650,5850,2740,8540
2016-04-09,11:00,3270,8400,28220,13560,2770.0,14860,5980,2700,8520
2016-04-09,12:00,3160,8190,27770,13070,2690.0,14330,5980,2610,8290
2016-04-09,13:00,3130,8260,28500,13230,2700.0,14560,6170,2700,8450
2016-04-09,14:00,2990,8100,28380,13010,2680.0,14480,6060,2680,8370
2016-04-09,15:00,2980,8000,28140,12600,2650.0,14350,6060,2660,8240
2016-04-09,16:00,3100,8010,28150,12480,2670.0,14560,6110,2650,8350
2016-04-09,17:00,3250,8280,28760,12570,2680.0,14590,6140,2680,8640
2016-04-09,18:00,3550,8920,30530,13250,2810.0,15220,6380,2810,9160
2016-04-09,19:00,3520,8800,30190,13140,2800.0,15410,6470,2870,9290
2016-04-09,20:00,3380,8530,29270,12670,2710.0,15060,6190,2740,8990
2016-04-09,21:00,3290,8100,27640,12060,2620.0,14430,5990,2590,8540
2016-04-09,22:00,3170,7630,26660,11380,2550.0,13640,5670,2410,8170
2016-04-09,23:00,3230,7500,25160,10960,2530.0,13050,5520,2340,7570
2016-04-10,0:00,3120,7180,23470,10430,2460.0,12360,5480,2280,6940
2016-04-10,1:00,3200,7440,22480,10380,2560.0,12120,5580,2390,7180
2016-04-10,2:00,3300,7640,22300,10650,2790.0,12650,5930,2630,7800
2016-04-10,3:00,3330,7790,22330,10820,2890.0,13010,6340,2840,8260
2016-04-10,4:00,3390,7900,22310,10670,2860.0,12780,6280,2860,8420
2016-04-10,5:00,3270,7950,22170,10350,2730.0,12070,5940,2690,8100
2016-04-10,6:00,3000,7560,22150,9920,2490.0,11540,5620,2350,7510
2016-04-10,7:00,2780,7210,22990,10220,2330.0,11740,5640,2210,7280
2016-04-10,8:00,2790,7360,24080,10660,2360.0,12400,5750,2330,7240
2016-04-10,9:00,2920,7530,25410,11140,2400.0,12840,5860,2440,7450
2016-04-10,10:00,2990,7680,26010,11170,2420.0,12870,5870,2470,7390
2016-04-10,11:00,3040,7570,26080,11130,2430.0,12780,5900,2470,7290
2016-04-10,12:00,2910,7350,26610,10950,2410.0,12900,5890,2470,7320
2016-04-10,13:00,2850,7070,26440,10930,2400.0,12700,5670,2410,7230
2016-04-10,14:00,2760,7100,26250,10920,2390.0,12770,5430,2360,7150
2016-04-10,15:00,2770,7150,26290,10970,2400.0,13010,5560,2420,7250
2016-04-10,16:00,2870,7450,26720,11160,2450.0,13310,5790,2520,7420
2016-04-10,17:00,3130,8080,28060,11730,2620.0,13880,6070,2670,8130
2016-04-10,18:00,3540,8740,30050,12640,2780.0,14930,6360,2850,8890
2016-04-10,19:00,3500,8700,29830,12680,2810.0,15150,6430,2890,9100
2016-04-10,20:00,3400,8460,28890,12300,2720.0,14710,6260,2770,8790
2016-04-10,21:00,3310,8010,27500,11790,2620.0,14130,5940,2620,8340
2016-04-10,22:00,3150,7520,25920,11070,2510.0,13360,5620,2450,7670
2016-04-10,23:00,3210,7390,24260,10590,2490.0,12680,5400,2340,7190
2016-04-11,0:00,3130,7110,22380,10130,2460.0,11980,5320,2280,6900
2016-04-11,1:00,3210,7400,21500,10180,2610.0,11790,5450,2390,7090
2016-04-11,2:00,3300,7700,21490,10400,2890.0,12360,5860,2630,7600
2016-04-11,3:00,3350,8020,21710,10610,3040.0,12830,6290,2840,8200
2016-04-11,4:00,3450,8370,22150,10670,3120.0,12730,6260,2850,8540
2016-04-11,5:00,3420,8810,23240,10890,3080.0,12520,6000,2740,8530
2016-04-11,6:00,3290,9030,25460,11690,3140.0,13120,6230,2650,8560
2016-04-11,7:00,3180,8940,28230,12980,3170.0,14070,6270,2660,8600
2016-04-11,8:00,3390,9570,31160,15290,3460.0,15290,6660,2960,8960
